type,llm_name,udb_name,match_score,llm_class,udb_class,source_file,notes
UDB_RECALL_MISS,,TINST_VALUE_ON_BREAKPOINT,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a Breakpoint exception from VU/VS-mode.

Possible values:
  * ""a"
UDB_RECALL_MISS,,TINST_VALUE_ON_FINAL_INSTRUCTION_GUEST_PAGE_FAULT,0.0,,NORM_CSR_RW,,"Value to write into htval/mtval2 when there is a guest page fault on a final translation.

Possible "
UDB_RECALL_MISS,,TINST_VALUE_ON_FINAL_LOAD_GUEST_PAGE_FAULT,0.0,,NORM_CSR_RW,,"Value to write into htval/mtval2 when there is a guest page fault on a final translation.

Possible "
UDB_RECALL_MISS,,TINST_VALUE_ON_FINAL_STORE_AMO_GUEST_PAGE_FAULT,0.0,,NORM_CSR_RW,,"Value to write into htval/mtval2 when there is a guest page fault on a final translation.

Possible "
UDB_RECALL_MISS,,TINST_VALUE_ON_INSTRUCTION_ADDRESS_MISALIGNED,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst when there is an instruction address misaligned exception.

Possibl"
UDB_RECALL_MISS,,TINST_VALUE_ON_LOAD_ACCESS_FAULT,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on an AccessFault exception from VU/VS-mode.

Possible values:
  * "
UDB_RECALL_MISS,,TINST_VALUE_ON_LOAD_ADDRESS_MISALIGNED,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a VirtualInstruction exception from VU/VS-mode.

Possible values"
UDB_RECALL_MISS,,TINST_VALUE_ON_LOAD_PAGE_FAULT,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a LoadPageFault exception from VU/VS-mode.

Possible values:
  *"
UDB_RECALL_MISS,,TINST_VALUE_ON_MCALL,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a MCall exception from VU/VS-mode.

Possible values:
  * ""always"
UDB_RECALL_MISS,,TINST_VALUE_ON_SCALL,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a SCall exception from VU/VS-mode.

Possible values:
  * ""always"
UDB_RECALL_MISS,,TINST_VALUE_ON_STORE_AMO_ACCESS_FAULT,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on an AccessFault exception from VU/VS-mode.

Possible values:
  * "
UDB_RECALL_MISS,,TINST_VALUE_ON_STORE_AMO_ADDRESS_MISALIGNED,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a VirtualInstruction exception from VU/VS-mode.

Possible values"
UDB_RECALL_MISS,,TINST_VALUE_ON_STORE_AMO_PAGE_FAULT,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a StoreAmoPageFault exception from VU/VS-mode.

Possible values:"
UDB_RECALL_MISS,,TINST_VALUE_ON_UCALL,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a UCall exception from VU/VS-mode.

Possible values:
  * ""always"
UDB_RECALL_MISS,,TINST_VALUE_ON_VIRTUAL_INSTRUCTION,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a VirtualInstruction exception from VU/VS-mode.

Possible values"
UDB_RECALL_MISS,,TINST_VALUE_ON_VSCALL,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a VSCall exception from VU/VS-mode.

Possible values:
  * ""alway"
UDB_RECALL_MISS,,TRAP_ON_EBREAK,0.0,,NORM_DIRECT,,"The spec states that implementations may handle EBREAKs transparently
without raising a trap, in whi"
UDB_RECALL_MISS,,VSSTAGE_MODE_BARE,0.0,,NORM_DIRECT,,Whether or not writing mode=Bare is supported in the `vsatp` register.
UDB_RECALL_MISS,,VSTVEC_MODE_DIRECT,0.0,,NORM_CSR_WARL,,Whether or not `vstvec.MODE` supports Direct (0).
UDB_RECALL_MISS,,VSTVEC_MODE_VECTORED,0.0,,NORM_CSR_WARL,,Whether or not `stvec.MODE` supports Vectored (1).
UDB_RECALL_MISS,,VUXLEN,0.0,,NORM_DIRECT,,"Set of XLENs supported in VU-mode. When both 32 and 64 are supported, VUXLEN can be changed
via `vss"
LLM_NEW_HIGH_CONF,BASE_INTEGER_VARIANT,,0.0,NORM_DIRECT,,intro.adoc,"There are two primary base integer variants, RV32I and RV64I, described in <<rv32>> and <<rv64>>, wh"
LLM_NEW_HIGH_CONF,BCLRI_SHAMT_RSV_RV32,,0.0,NORM_DIRECT,,b-st-ext.adoc,"For RV32, the encodings corresponding to shamt[5]=1 are reserved."
LLM_NEW_HIGH_CONF,BEXTI_SHAMT_RSV_RV32,,0.0,NORM_DIRECT,,b-st-ext.adoc,"For RV32, the encodings corresponding to shamt[5]=1 are reserved."
LLM_NEW_HIGH_CONF,BF16_SUBNORMAL_SUPPORT,,0.0,NORM_DIRECT,,bfloat16.adoc,"All of the BF16 instructions in the extensions defined in this specification (i.e., Zfbfmin, Zvfbfmi"
LLM_NEW_HIGH_CONF,BINVI_SHAMT_RSV_RV32,,0.0,NORM_DIRECT,,b-st-ext.adoc,"For RV32, the encodings corresponding to shamt[5]=1 are reserved."
LLM_NEW_HIGH_CONF,BSETI_SHAMT_RSV_RV32,,0.0,NORM_DIRECT,,b-st-ext.adoc,"For RV32, the encodings corresponding to shamt[5]=1 are reserved."
LLM_NEW_HIGH_CONF,CBM_ACCESS_ON_IFETCH_ONLY,,0.0,NORM_DIRECT,,cmo.adoc,"If neither a load instruction nor store instruction is permitted to access the physical addresses, b"
LLM_NEW_MEDIUM_CONF,CBO_BEHAVIOR_ON_CONSTRAINT_VIOLATION,,0.0,NORM_DIRECT,,cmo.adoc,"If the above constraints are not met, the behavior of a CBO instruction is UNSPECIFIED."
LLM_NEW_HIGH_CONF,CBO_ZERO_ATOMICITY,,0.0,NORM_DIRECT,,cmo.adoc,An implementation may or may not update the entire set of bytes atomically.
LLM_NEW_HIGH_CONF,CBO_ZERO_GRANULARITY,,0.0,NORM_DIRECT,,cmo.adoc,"An implementation may update the bytes in any order and with any granularity and atomicity, includin"
LLM_NEW_HIGH_CONF,CCE_WIDTH,,0.0,NORM_CSR_RW,,smctr.adoc,"An implementation that supports cycle counting must implement CCV and all CCM bits, but may implemen"
LLM_NEW_HIGH_CONF,COMPRESSED_ALL_ZERO_ILLEGAL,,0.0,NORM_DIRECT,,c-st-ext.adoc,A 16-bit instruction with all bits zero is permanently reserved as an illegal instruction.
LLM_NEW_HIGH_CONF,COMPRESSED_FP_REGISTER_SET,,0.0,NORM_DIRECT,,c-st-ext.adoc,Compressed register-based floating-point loads and stores also use the CL and CS formats respectivel
LLM_NEW_HIGH_CONF,COMPRESSED_REGISTER_SET,,0.0,NORM_DIRECT,,c-st-ext.adoc,"CIW, CL, CS, CA, and CB are limited to just 8 of them."
LLM_NEW_HIGH_CONF,CSR_DUAL_ACCESS_SUPPORT,,0.0,NORM_DIRECT,,indirect-csr.adoc,A CSR accessible via one method may or may not be accessible via the other method.
LLM_NEW_HIGH_CONF,CSR_STRONGLY_ORDERED,,0.0,NORM_DIRECT,,zicsr.adoc,"The hardware platform may define that accesses to certain CSRs are strongly ordered, as defined by t"
LLM_NEW_HIGH_CONF,CTRDATA_FIELD_SUPPORT,,0.0,NORM_CSR_RW,,smctr.adoc,"This register must be implemented, though all fields within it are optional. Unimplemented fields ar"
LLM_NEW_HIGH_CONF,CTRDATA_TYPE_SUPPORT,,0.0,NORM_CSR_RW,,smctr.adoc,Implementations that do not support this field will report 0.
LLM_NEW_HIGH_CONF,CTRTARGET_MISP_SUPPORT,,0.0,NORM_CSR_RW,,smctr.adoc,The optional MISP bit is set by the hardware when the recorded transfer is an instruction whose targ
LLM_NEW_HIGH_CONF,CTR_MAX_DEPTH,,0.0,NORM_DIRECT,,smctr.adoc,The number of records that can be held in the buffer depends upon both the implementation (the maxim
LLM_NEW_HIGH_CONF,CYCLE_COUNTING_SUPPORT,,0.0,NORM_DIRECT,,smctr.adoc,The `ctrdata` register may optionally include a count of CPU cycles elapsed since the prior CTR reco
LLM_NEW_MEDIUM_CONF,DEBUG_CSR_ACCESS_CONTROL,,0.0,NORM_DIRECT,,priv-csrs.adoc,Implementations should raise illegal-instruction exceptions on machine-mode access to the latter set
LLM_NEW_HIGH_CONF,DEBUG_MODE_IMPLEMENTED,,0.0,NORM_DIRECT,,priv-intro.adoc,Implementations may also include a debug mode to support off-chip debugging and/or manufacturing tes
LLM_NEW_HIGH_CONF,EGS_GE_VLMAX_RSV,,0.0,NORM_DIRECT,,v-st-ext.adoc,Vector instructions with EGS > VLMAX are reserved.
LLM_NEW_HIGH_CONF,EGS_VL_AVL,,0.0,NORM_DIRECT,,v-st-ext.adoc,"When AVL > VLMAX, the value of `vl` must be set to either VLMAX or a positive integer multiple of EG"
LLM_NEW_HIGH_CONF,EGS_VL_RSV,,0.0,NORM_DIRECT,,v-st-ext.adoc,"When an operand is a vector of element groups, the `vl` setting must correspond to an integer multip"
LLM_NEW_HIGH_CONF,ENDIANNESS_LITTLE_OR_BIG,,0.0,NON_ISA,,rv32.adoc,The EEI will define whether the memory system is little-endian or big-endian.
LLM_NEW_MEDIUM_CONF,EXECUTION_ENVIRONMENT_IMPLEMENTATION,,0.0,NORM_DIRECT,,intro.adoc,"The implementation of a RISC-V execution environment can be pure hardware, pure software, or a combi"
LLM_NEW_HIGH_CONF,EXTERNAL_TRAP_RECORDING_SUPPORT,,0.0,NORM_DIRECT,,smctr.adoc,"If external trap recording is implemented, `mctrctl`.MTE and `sctrctl`.STE must be implemented, whil"
LLM_NEW_MEDIUM_CONF,FCVTMOD_RM_RESERVED_BEHAVIOR,,0.0,NORM_DIRECT,,zfa.adoc,Other _rm_ values are _reserved_.
LLM_NEW_HIGH_CONF,FENCE_I_RESERVED_FIELD_BEHAVIOR,,0.0,NORM_DIRECT,,zifencei.adoc,"For forward compatibility, base implementations shall ignore these fields, and standard software sha"
LLM_NEW_HIGH_CONF,FLEN,,0.0,NORM_DIRECT,,d-st-ext.adoc,"The D extension widens the 32 floating-point registers, `f0-f31`, to 64 bits (FLEN=64 in <<fprs>>)."
LLM_NEW_HIGH_CONF,FORCE_UPGRADE_CBO_CLEAN_TO_FLUSH,,0.0,NORM_DIRECT,,cmo.adoc,"When executing a *cbo.clean* instruction, an implementation may instead perform a flush operation, s"
LLM_NEW_HIGH_CONF,FP_LDST_DECOMPOSITION_STRATEGY,,0.0,NORM_DIRECT,,rvwmo.adoc,A floating-point load or store of more than XLEN bits may also be decomposed into a set of component
LLM_NEW_HIGH_CONF,F_CANONICAL_NAN,,0.0,NORM_DIRECT,,f-st-ext.adoc,"Except when otherwise stated, if the result of a floating-point operation is NaN, it is the canonica"
LLM_NEW_HIGH_CONF,GEILEN,,0.0,NORM_DIRECT,,hypervisor.adoc,"GEILEN may be zero, in which case VGEIN may be read-only zero"
LLM_NEW_HIGH_CONF,HGATP_MODES_SUPPORTED,,0.0,NORM_CSR_WARL,,hypervisor.adoc,Implementations are not required to support all defined MODE settings when HSXLEN=64
LLM_NEW_HIGH_CONF,HGATP_VMID_LSBS,,0.0,NORM_CSR_RW,,hypervisor.adoc,"The least-significant bits of VMID are implemented first: that is, if VMIDLEN > 0, VMID[VMIDLEN-1:0]"
LLM_NEW_HIGH_CONF,HINT_SXLEN_PARAM,,0.0,NORM_DIRECT,,supervisor.adoc,When such a HINT is executed with XLEN < SXLEN and bits SXLEN..XLEN of the destination register not 
LLM_NEW_MEDIUM_CONF,HPM_MISCONFIGURED_BEHAVIOR,,0.0,NORM_DIRECT,,counters.adoc,"If the configuration used to select the events counted by a counter is misconfigured, the counter ma"
LLM_NEW_HIGH_CONF,HVIEN_LCOFI_IMPLEMENTED,,0.0,NORM_CSR_RW,,smcdeleg.adoc,the LCOFI bit (bit 13) in each of `hvip` and `hvien` is implemented and writable.
LLM_NEW_HIGH_CONF,HVIP_LCOFI_IMPLEMENTED,,0.0,NORM_CSR_RW,,smcdeleg.adoc,the LCOFI bit (bit 13) in each of `hvip` and `hvien` is implemented and writable.
LLM_NEW_HIGH_CONF,HYPERVISOR_EXTENSION,,0.0,NORM_DIRECT,,ssdbltrp.adoc,"If the hypervisor extension is additionally implemented, then the extension adds the `henvcfg`.DTE ("
LLM_NEW_HIGH_CONF,HYPERVISOR_IMPLEMENTED,,0.0,NORM_DIRECT,,supervisor.adoc,"If the hypervisor extension is additionally implemented, the `henvcfg`.ADUE field is also writable."
LLM_NEW_HIGH_CONF,IALIGN,,0.0,NORM_DIRECT,,c-st-ext.adoc,"The C extension allows 16-bit instructions to be freely intermixed with 32-bit instructions, with th"
LLM_NEW_HIGH_CONF,ILEN,,0.0,NORM_DIRECT,,intro.adoc,We use the term ILEN (measured in bits) to refer to the maximum instruction length supported by an i
LLM_NEW_HIGH_CONF,INTERRUPTS_ALLOWED_IN_PUSHPOP,,0.0,NORM_DIRECT,,zc.adoc,It is implementation defined whether interrupts can also be taken during the sequence execution.
LLM_NEW_HIGH_CONF,LMUL_SUPPORT,,0.0,NORM_DIRECT,,v-st-ext.adoc,"Implementations must support LMUL integer values of 1, 2, 4, and 8."
LLM_NEW_HIGH_CONF,MCTRCTL_FIELD_SUPPORT,,0.0,NORM_CSR_RW,,smctr.adoc,"All fields are optional except for M, S, U, and BPFRZ. All unimplemented fields are read-only 0, whi"
LLM_NEW_HIGH_CONF,MCTRCTL_LCOFIFRZ_CONDITIONAL,,0.0,NORM_CSR_RW,,smctr.adoc,"If the Sscofpmf extension is implemented, LCOFIFRZ must be writable."
LLM_NEW_HIGH_CONF,MCYCLECFG_PRIVILEGE_MODE_BITS,,0.0,NORM_CSR_RW,,smcntrpmf.adoc,"For each bit in 61:58, if the associated privilege mode is not implemented, the bit is read-only zer"
LLM_NEW_HIGH_CONF,MEDELEG_WARL_MASK,,0.0,NORM_CSR_WARL,,machine.adoc,"An implementation can choose to subset the delegatable traps, with the supported delegatable bits fo"
LLM_NEW_HIGH_CONF,MEMORY_ENDIANNESS,,0.0,NORM_DIRECT,,intro.adoc,"RISC-V base ISAs have either little-endian or big-endian memory systems, with the privileged archite"
LLM_NEW_HIGH_CONF,MENVCFG_ADUE_IMPLEMENTED,,0.0,NORM_CSR_RW,,machine.adoc,"If Svadu is not implemented, ADUE is read-only zero"
LLM_NEW_HIGH_CONF,MENVCFG_CBCFE_IMPLEMENTED,,0.0,NORM_CSR_RW,,machine.adoc,"When the Zicbom extension is not implemented, `CBCFE` is read-only zero"
LLM_NEW_HIGH_CONF,MENVCFG_CBIE_LEGAL_VALUES,,0.0,NORM_CSR_WARL,,machine.adoc,The Zicbom extension adds the `CBIE` (Cache Block Invalidate instruction Enable) WARL field to `menv
LLM_NEW_HIGH_CONF,MENVCFG_CBZE_IMPLEMENTED,,0.0,NORM_CSR_RW,,machine.adoc,"When the Zicboz extension is not implemented, `CBZE` is read-only zero"
LLM_NEW_HIGH_CONF,MENVCFG_CDE_IMPLEMENTED,,0.0,NORM_CSR_RW,,machine.adoc,"If Smcdeleg is not implemented, CDE is read-only zero"
LLM_NEW_HIGH_CONF,MENVCFG_DTE_IMPLEMENTED,,0.0,NORM_CSR_RW,,machine.adoc,"When Ssdbltrp is not implemented `sstatus.SDT`, `vsstatus.SDT`, and `henvcfg.DTE` bits are read-only"
LLM_NEW_HIGH_CONF,MENVCFG_FIOM_IMPLEMENTED,,0.0,NORM_CSR_RW,,machine.adoc,"If S-mode is not supported, or if `satp`.MODE is read-only zero (always Bare), the implementation ma"
LLM_NEW_HIGH_CONF,MENVCFG_PBMTE_IMPLEMENTED,,0.0,NORM_CSR_RW,,machine.adoc,"If Svpbmt is not implemented, PBMTE is read-only zero"
LLM_NEW_HIGH_CONF,MENVCFG_PMM_IMPLEMENTED,,0.0,NORM_CSR_RW,,machine.adoc,"If Smnpm is not implemented, `PMM` is read-only zero. The `PMM` field is read-only zero for RV32"
LLM_NEW_HIGH_CONF,MENVCFG_SSE_IMPLEMENTED,,0.0,NORM_CSR_RW,,machine.adoc,"When `menvcfg.SSE` is 0, the `henvcfg.SSE` and `senvcfg.SSE` fields are read-only zero"
LLM_NEW_HIGH_CONF,MENVCFG_STCE_IMPLEMENTED,,0.0,NORM_CSR_RW,,machine.adoc,"When the Sstc extension is not implemented, `STCE` is read-only zero"
LLM_NEW_HIGH_CONF,MHPMEVENT_INH_BITS_IMPLEMENTED,,0.0,NORM_CSR_RW,,sscofpmf.adoc,"For each ``x``INH bit, if the associated privilege mode is not implemented, the bit is read-only zer"
LLM_NEW_HIGH_CONF,MIDELEG_WARL_MASK,,0.0,NORM_CSR_WARL,,machine.adoc,"An implementation can choose to subset the delegatable traps, with the supported delegatable bits fo"
LLM_NEW_HIGH_CONF,MIE_WRITABLE_MASK,,0.0,NORM_CSR_RW,,machine.adoc,A bit in `mie` must be writable if the corresponding interrupt can ever become pending
LLM_NEW_HIGH_CONF,MIP_WRITABLE_MASK,,0.0,NORM_CSR_RW,,machine.adoc,Each individual bit in register `mip` may be writable or may be read-only
LLM_NEW_HIGH_CONF,MISALIGNED_AMOCAS,,0.0,NORM_DIRECT,,zacas.adoc,`AMOCAS.W/D/Q` requires that the address held in `rs1` be naturally aligned to the size of the opera
LLM_NEW_HIGH_CONF,MISALIGNED_LDST_CONTAINED_OR_FATAL_TRAP,,0.0,NON_ISA,,rv32.adoc,"When an EEI does not guarantee misaligned loads and stores are handled invisibly, the EEI must defin"
LLM_NEW_HIGH_CONF,MISALIGNED_LDST_EEI_DEPENDENT_BEHAVIOR,,0.0,NON_ISA,,rv32.adoc,"Loads and stores whose effective address is not naturally aligned to the referenced datatype (i.e., "
LLM_NEW_HIGH_CONF,MISALIGNED_LDST_FULLY_HW_SUPPORTED,,0.0,NORM_DIRECT,,rv32.adoc,misaligned loads and stores can be handled in hardware
LLM_NEW_HIGH_CONF,MISALIGNED_LDST_FULLY_HW_SUPPORTED_OR_VISIBLE_TRAP,,0.0,NORM_DIRECT,,rv32.adoc,loads and stores that are not naturally aligned may either complete execution successfully or raise 
LLM_NEW_HIGH_CONF,MISALIGNED_LDST_HW_OR_INVISIBLE_TRAP_FUNC_OF_ADDR,,0.0,NORM_DIRECT,,rv32.adoc,combination of hardware and invisible trap depending on address
LLM_NEW_HIGH_CONF,MISALIGNED_LDST_INVISIBLE_TRAP,,0.0,NORM_DIRECT,,rv32.adoc,via an invisible trap into the execution environment implementation
LLM_NEW_HIGH_CONF,MISA_V_OP,,0.0,NORM_DIRECT,,v-st-ext.adoc,The `misa.v` bit is set for implementations providing `misa` and supporting V.
LLM_NEW_HIGH_CONF,MISELECT_ACCESS,,0.0,NORM_CSR_RW,,indirect-csr.adoc,The miselect register may be read-only zero if there are no extensions implemented that utilize it.
LLM_NEW_HIGH_CONF,MISELECT_LEGAL_VALUES,,0.0,NORM_CSR_WARL,,indirect-csr.adoc,miselect is a WARL register.
LLM_NEW_HIGH_CONF,MISELECT_WIDTH,,0.0,NORM_DIRECT,,indirect-csr.adoc,The miselect register implements at least enough bits to support all implemented miselect values (co
LLM_NEW_HIGH_CONF,MNEPC_INVALID_ADDRESS_CONVERSION,,0.0,NORM_DIRECT,,rnmi.adoc,"Prior to writing `mnepc`, implementations may convert an invalid address into some other invalid add"
